bag_name,node,scenario,d_estimated_m,d_depth_m,error_m,good_20cm
bag_P1_S1.2_01,yolo,S1.2,1.9,1.0235303694497193,0.8764696305502806,False
bag_P1_S1.2_01,yolo,S1.2,1.87,1.0266057672932076,0.8433942327067925,False
bag_P1_S1.2_01,yolo,S1.2,1.84,0.7178503236854226,1.1221496763145775,False
bag_P1_S1.2_01,yolo,S1.2,1.82,0.9682483008440271,0.8517516991559729,False
bag_P1_S1.2_01,yolo,S1.2,1.78,0.6472722104701616,1.1327277895298384,False
bag_P1_S1.2_01,yolo,S1.2,1.77,0.6636567627879868,1.1063432372120132,False
bag_P1_S1.2_01,yolo,S1.2,1.75,0.7082672506328944,1.0417327493671056,False
bag_P1_S1.2_01,yolo,S1.2,1.73,0.5833594974462835,1.1466405025537165,False
bag_P1_S1.2_01,yolo,S1.2,1.71,0.6825380071046769,1.027461992895323,False
bag_P1_S1.2_01,yolo,S1.2,1.7,0.6687694345010387,1.0312305654989613,False
bag_P1_S1.2_01,yolo,S1.2,1.73,0.30340190712322196,1.426598092876778,False
bag_P1_S1.2_01,yolo,S1.2,1.73,0.30133410777775366,1.4286658922222464,False
bag_P1_S1.2_01,yolo,S1.2,1.73,0.30275895818331416,1.4272410418166859,False
bag_P1_S1.2_01,yolo,S1.2,1.73,9.931644305101829,8.201644305101828,False
bag_P1_S1.2_01,yolo,S1.2,1.73,0.4204332374074387,1.3095667625925613,False
bag_P1_S1.2_01,yolo,S1.2,2.74,1.374892288557965,1.3651077114420351,False
bag_P1_S1.2_01,yolo,S1.2,2.93,1.4808426496798952,1.449157350320105,False
bag_P1_S1.2_01,yolo,S1.2,2.96,1.4825552372020023,1.4774447627979976,False
bag_P1_S1.2_01,yolo,S1.2,3.15,1.5363186646578126,1.6136813353421873,False
bag_P1_S1.2_01,yolo,S1.2,3.22,1.5821038588030103,1.63789614119699,False
bag_P1_S1.2_01,yolo,S1.2,3.25,1.600829117835161,1.649170882164839,False
bag_P1_S1.2_01,yolo,S1.2,3.29,1.6077882872875824,1.6822117127124177,False
bag_P1_S1.2_01,yolo,S1.2,3.32,1.683977543195331,1.6360224568046688,False
bag_P1_S1.2_01,yolo,S1.2,3.36,1.6847988287950895,1.6752011712049104,False
bag_P1_S1.2_01,yolo,S1.2,2.81,4.300169221916313,1.4901692219163132,False
bag_P1_S1.2_01,yolo,S1.2,3.06,5.0259278380280525,1.9659278380280525,False
bag_P1_S1.2_01,yolo,S1.2,3.17,4.9795344662480545,1.8095344662480546,False
bag_P1_S1.2_01,yolo,S1.2,3.33,6.438328121099348,3.1083281210993476,False
bag_P1_S1.2_01,yolo,S1.2,3.37,6.506249975887023,3.136249975887023,False
bag_P1_S1.2_01,yolo,S1.2,3.68,4.871314882440632,1.1913148824406314,False
bag_P1_S1.2_01,yolo,S1.2,3.77,5.233537811246752,1.4635378112467516,False
bag_P1_S1.2_01,yolo,S1.2,3.92,6.267887413531043,2.3478874135310432,False
bag_P1_S1.2_01,yolo,S1.2,3.92,6.267887413531043,2.3478874135310432,False
bag_P1_S1.2_01,yolo,S1.2,4.02,7.646685051979209,3.6266850519792095,False
bag_P1_S1.2_01,yolo,S1.2,4.02,7.646685051979209,3.6266850519792095,False
